country,value,year,month
south_africa,50.9,2011,5
south_africa,51.2,2011,6
south_africa,51.6,2011,7
south_africa,51.6,2011,8
south_africa,52.0,2011,9
south_africa,52.3,2011,10
south_africa,52.3,2011,11
south_africa,52.5,2011,12
south_africa,52.7,2012,1
south_africa,53.0,2012,2
south_africa,53.6,2012,3
south_africa,53.9,2012,4
south_africa,53.9,2012,5
south_africa,54.1,2012,6
south_africa,54.1,2012,7
south_africa,54.4,2012,8
south_africa,54.8,2012,9
south_africa,55.2,2012,10
south_africa,55.3,2012,11
south_africa,55.5,2012,12
south_africa,55.7,2013,1
south_africa,56.2,2013,2
south_africa,56.9,2013,3
south_africa,57.0,2013,4
south_africa,56.9,2013,5
south_africa,57.0,2013,6
south_africa,57.6,2013,7
south_africa,57.8,2013,8
south_africa,58.1,2013,9
south_africa,58.2,2013,10
south_africa,58.3,2013,11
south_africa,58.4,2013,12
south_africa,58.8,2014,1
south_africa,59.5,2014,2
south_africa,60.2,2014,3
south_africa,60.6,2014,4
south_africa,60.7,2014,5
south_africa,60.9,2014,6
south_africa,61.4,2014,7
south_africa,61.6,2014,8
south_africa,61.6,2014,9
south_africa,61.7,2014,10
south_africa,61.7,2014,11
south_africa,61.6,2014,12
south_africa,61.5,2015,1
south_africa,61.9,2015,2
south_africa,62.7,2015,3
south_africa,63.3,2015,4
south_africa,63.4,2015,5
south_africa,63.7,2015,6
south_africa,64.3,2015,7
south_africa,64.3,2015,8
south_africa,64.3,2015,9
south_africa,64.5,2015,10
south_africa,64.6,2015,11
south_africa,64.8,2015,12
south_africa,65.3,2016,1
south_africa,66.2,2016,2
south_africa,66.8,2016,3
south_africa,67.4,2016,4
south_africa,67.5,2016,5
south_africa,67.9,2016,6
south_africa,68.5,2016,7
south_africa,68.4,2016,8
south_africa,68.5,2016,9
south_africa,68.8,2016,10
south_africa,69.1,2016,11
south_africa,69.3,2016,12
south_africa,69.8,2017,1
south_africa,70.5,2017,2
south_africa,70.9,2017,3
south_africa,71.0,2017,4
south_africa,71.1,2017,5
south_africa,71.3,2017,6
south_africa,71.4,2017,7
south_africa,71.5,2017,8
south_africa,71.8,2017,9
south_africa,72.1,2017,10
south_africa,72.1,2017,11
south_africa,72.4,2017,12
south_africa,72.8,2018,1
south_africa,73.2,2018,2
south_africa,73.5,2018,3
south_africa,74.0,2018,4
south_africa,74.2,2018,5
south_africa,74.4,2018,6
south_africa,75.0,2018,7
south_africa,74.9,2018,8
south_africa,75.3,2018,9
south_africa,75.7,2018,10
south_africa,75.8,2018,11
south_africa,75.7,2018,12
south_africa,75.6,2019,1
south_africa,76.2,2019,2
south_africa,76.8,2019,3
south_africa,77.2,2019,4
south_africa,77.5,2019,5
south_africa,77.7,2019,6
south_africa,78.0,2019,7
south_africa,78.2,2019,8
south_africa,78.4,2019,9
south_africa,78.4,2019,10
south_africa,78.5,2019,11
south_africa,78.7,2019,12
south_africa,78.9,2020,1
south_africa,79.6,2020,2
south_africa,80.0,2020,3
south_africa,79.5,2020,4
south_africa,79.0,2020,5
south_africa,79.4,2020,6
south_africa,80.5,2020,7
south_africa,80.6,2020,8
south_africa,80.7,2020,9
south_africa,81.0,2020,10
south_africa,81.0,2020,11
south_africa,81.1,2020,12
south_africa,81.4,2021,1
south_africa,82.0,2021,2
south_africa,82.5,2021,3
south_africa,83.1,2021,4
south_africa,83.2,2021,5
south_africa,83.4,2021,6
south_africa,84.3,2021,7
south_africa,84.6,2021,8
south_africa,84.8,2021,9
south_africa,85.1,2021,10
south_africa,85.4,2021,11
south_africa,85.9,2021,12
south_africa,86.1,2022,1
south_africa,86.6,2022,2
south_africa,87.5,2022,3
south_africa,88.1,2022,4
south_africa,88.7,2022,5
south_africa,89.6,2022,6
south_africa,91.1,2022,7
south_africa,91.3,2022,8
south_africa,91.4,2022,9
south_africa,91.7,2022,10
south_africa,92.0,2022,11
south_africa,92.4,2022,12
south_africa,92.3,2023,1
south_africa,93.0,2023,2
south_africa,93.9,2023,3
south_africa,94.3,2023,4
south_africa,94.5,2023,5
south_africa,94.7,2023,6
south_africa,95.4,2023,7
south_africa,95.7,2023,8
south_africa,96.4,2023,9
south_africa,97.3,2023,10
south_africa,97.2,2023,11
south_africa,97.2,2023,12
south_africa,97.3,2024,1
south_africa,98.1,2024,2
south_africa,98.9,2024,3
south_africa,99.1,2024,4
south_africa,99.3,2024,5
south_africa,99.4,2024,6
south_africa,99.8,2024,7
south_africa,99.9,2024,8
south_africa,100.0,2024,9
south_africa,100.0,2024,10
south_africa,99.9,2024,11
south_africa,100.0,2024,12
south_africa,100.3,2025,1
south_africa,101.2,2025,2
south_africa,101.6,2025,3
south_africa,101.9,2025,4
south_africa,102.1,2025,5
south_africa,102.4,2025,6
south_africa,103.3,2025,7
south_africa,103.2,2025,8
south_africa,103.4,2025,9
south_africa,103.5,2025,10
south_africa,103.4,2025,11
south_africa,103.6,2025,12
south_africa,103.8,2026,1
south_africa,104.2,2026,2
