country,year,month,fx_reserves
china,2023,6,3254813.12287221
france,2006,7,33178.6972570409
france,2009,9,45167.2232651355
france,2009,10,45320.4181084115
france,2010,9,52185.5473828408
france,2012,6,49551.8574544369
france,2012,9,50877.1986336975
france,2013,9,54597.6964635425
france,2015,5,47531.2992350016
france,2015,10,47002.6383147571
france,2016,12,56124.9102701827
france,2023,3,76505.5060163922
france,2023,8,77074.5238703132
france,2006,5,33534.487131222
france,2007,2,43840.875167955
france,2010,10,51568.276144631
france,2011,10,52883.511483567
france,2013,2,54473.0321898628
france,2014,4,53996.3512237908
france,2017,7,53545.1099026818
france,2019,1,66690.8271556819
france,2020,5,73005.3718927773
france,2021,6,74728.5982705411
france,2021,11,103292.841240091
france,2022,2,101466.637811276
france,2022,4,98476.1858356725
france,2007,3,43903.9456296268
france,2007,6,43081.8523414608
france,2008,12,33617.4829301334
france,2009,4,25791.8970720397
france,2011,2,58412.654318228
france,2012,8,51231.0663426319
france,2013,11,51666.8898971678
france,2015,8,46886.7477935178
france,2017,9,58217.0990476903
france,2018,5,59105.2041424357
france,2018,7,62819.1814059327
france,2019,5,67859.9848325269
france,2020,1,70874.4099833434
france,2022,1,100584.415339457
france,2024,1,79932.9226771594
france,2006,10,38591.1899898706
france,2007,9,49414.7651631525
france,2008,4,48987.5046475683
france,2010,3,48071.520340171
france,2010,8,50726.2649446455
france,2011,4,57513.1084678912
france,2014,5,53834.5476517303
france,2015,6,49935.7432777074
france,2019,2,65704.0780869989
france,2019,4,67401.2878146303
france,2019,11,69041.4887137969
france,2021,1,75126.1357172247
france,2006,8,35354.3939384912
france,2007,4,44142.1584584652
france,2008,10,41388.4632110822
france,2009,6,29043.4590273627
france,2011,6,60253.2362729564
france,2011,8,56497.0983439203
france,2011,12,48611.4555505893
france,2013,5,51713.4545830104
france,2013,8,52384.5523158282
france,2014,1,54486.5470566105
france,2014,12,49547.3043334337
france,2016,4,55318.1201881057
france,2016,7,51385.7483966087
france,2016,8,51506.2408724567
france,2018,6,65715.5784145136
france,2019,8,72974.4986856194
france,2020,6,72789.3359662363
france,2021,5,74844.6807255556
france,2022,7,98479.1254174071
france,2023,7,76894.7799511015
france,2024,4,78253.7126879522
france,2006,2,29373.8859906924
france,2008,1,51926.0792087724
france,2009,1,27664.8341444122
france,2009,7,30691.0251345029
france,2011,1,56417.2322433169
france,2011,7,59529.6112248274
france,2012,5,49630.4746850217
france,2016,1,56373.7526629808
france,2017,5,53699.1679960363
france,2017,11,57595.6078124111
france,2018,4,58004.21267597
france,2019,10,69963.4083017426
france,2021,7,75103.9885772014
france,2022,6,98428.8194630282
france,2022,8,97575.421647346
france,2023,10,76595.373459091
france,2006,6,32402.2504384612
france,2006,12,42651.6476468086
france,2007,1,42102.230995303
france,2008,6,45891.6393449315
france,2008,7,49697.5096369548
france,2008,11,37195.4896650195
france,2009,3,25162.9882154896
france,2010,4,48494.3340367293
france,2011,9,51816.8297035303
france,2012,1,50514.1115833627
france,2012,2,50572.2807663838
france,2012,3,49154.389501387
france,2013,3,52630.875942664
france,2013,4,52249.0912128829
france,2014,8,53648.2508739984
france,2014,9,50637.5001908688
france,2014,11,49227.0582039342
france,2016,5,56441.3721714879
france,2016,9,54681.9099128895
france,2017,4,51556.4176540414
france,2018,2,52624.0314259502
france,2018,12,66103.2905467897
france,2019,7,72083.3091314822
france,2020,11,74649.3037110353
france,2023,11,78356.7580574211
france,2024,2,79619.8748495316
france,2024,3,79374.7826649706
france,2024,7,78117.5105137779
france,2007,11,50913.2921115352
france,2007,12,45709.7079968774
france,2008,2,44907.2977072011
france,2008,5,46591.1679369585
france,2009,2,24684.7609838678
france,2009,12,46633.4925707271
france,2010,5,46090.600598909
france,2012,12,54230.6206117497
france,2013,1,57961.9909197089
france,2013,12,50848.7545651619
france,2014,6,55173.0604931067
france,2015,4,48439.4877812298
france,2015,12,55192.504338294
france,2017,2,55226.2139610186
france,2017,3,54449.6425989828
france,2017,12,54780.5511092472
france,2018,1,57761.3538672981
france,2020,4,71689.1671891447
france,2021,2,74992.6334642957
france,2021,3,73575.6066553444
france,2021,12,101702.799897895
france,2023,4,76901.1330563021
france,2006,3,28728.0285346574
france,2006,4,31326.9139145916
france,2006,9,37555.4549627658
france,2007,7,46197.2259853615
france,2008,3,49650.3760949731
france,2008,8,44890.5523596523
france,2009,8,43780.5228978175
france,2010,12,55800.0283546885
france,2011,5,61660.9948610533
france,2013,10,53097.5302001566
france,2014,3,53148.2210199701
france,2014,7,54284.0522250419
france,2018,11,66246.8581361172
france,2019,12,69725.0752954885
france,2020,7,73178.3457891815
france,2021,10,103636.811988858
france,2022,11,98054.9678765584
france,2023,1,91436.8182400453
france,2024,6,78055.4543374471
france,2007,10,51812.9336445576
france,2010,2,46649.4798911207
france,2012,4,50163.234502258
france,2012,11,54675.7491272026
france,2013,6,51337.2589171498
france,2016,11,52038.3863010971
france,2017,1,53982.1152343327
france,2017,10,53684.2673359115
france,2019,6,66949.5919624503
france,2021,4,74068.9065061854
france,2021,9,102438.78831124
france,2022,3,99981.9359404517
france,2006,1,28996.2295887583
france,2007,5,42549.1262698725
france,2023,2,75117.0661317595
france,2009,5,28596.3346477258
france,2023,6,76062.0836667044
france,2009,11,46205.4072127242
france,2024,5,78679.9279971411
france,2010,1,44162.9637652392
france,2011,3,60966.263669397
france,2011,11,48691.975526074
france,2014,2,55754.2024161746
france,2015,3,50479.0228752486
france,2015,9,53132.1123739151
france,2016,2,56362.5910528689
france,2016,3,57231.6379705331
france,2016,6,54763.2193902764
france,2016,10,50871.2454671499
france,2019,3,65281.0730692646
france,2020,2,72168.0722475939
france,2020,9,73846.1777620018
france,2020,12,76114.1192677113
france,2022,9,96413.3747469454
france,2022,10,96871.8249461235
france,2022,12,100428.870442022
france,2023,9,75184.6587722566
france,2006,11,38794.4788978515
france,2007,8,48007.9950320289
france,2008,9,41493.3015604771
france,2010,6,45601.90326839
france,2010,7,47800.794707382
france,2010,11,52929.791113182
france,2012,7,50132.158013061
france,2012,10,52397.7044261363
france,2013,7,51734.8541727777
france,2014,10,52175.4671541363
france,2015,1,49106.9370156079
france,2015,2,51396.2594232555
france,2015,7,45840.901460251
france,2015,11,48755.5861299166
france,2017,6,55751.1166678493
france,2017,8,54555.9773184642
france,2018,3,59813.2017365463
france,2018,8,66891.660500815
france,2018,9,64450.5766317629
france,2018,10,64727.7990280912
france,2019,9,68492.0716828451
france,2020,3,72772.4782385078
france,2020,8,74209.2891485105
france,2020,10,74432.8621556022
france,2021,8,102331.990622898
france,2022,5,98875.699828003
france,2023,5,76068.4530591026
france,2023,12,79200.9053842542
germany,2007,6,43264.6575881713
germany,2008,7,46230.8968514494
germany,2009,10,62551.2015581121
germany,2010,6,61245.9456695554
germany,2010,8,61914.3665411216
germany,2011,8,67211.3288149075
germany,2012,2,67778.3405215291
germany,2012,7,67811.4471398525
germany,2013,5,66169.7066377554
germany,2014,3,66792.9614090208
germany,2014,11,65119.1349954405
germany,2016,7,62103.4753223131
germany,2017,9,61077.0062517589
germany,2018,2,60132.500320777
germany,2019,12,59184.5330164154
germany,2020,1,60305.4741380786
germany,2020,3,60300.4144091954
germany,2021,5,64076.7171824193
germany,2021,7,63963.3499550806
germany,2022,3,99904.3581370371
germany,2022,10,95493.3935625728
germany,2023,2,97972.8947093916
germany,2024,7,99058.627375727
germany,2007,4,43391.6359262265
germany,2007,5,43977.1102543188
germany,2008,4,48609.6018034285
germany,2011,6,66004.5859282198
germany,2011,7,66877.4156069851
germany,2014,8,66379.7187895443
germany,2017,2,59513.2767933204
germany,2022,4,97685.419849008
germany,2006,4,41783.0294504112
germany,2008,2,46537.7589768209
germany,2008,3,47399.3196325663
germany,2010,7,61964.8440316701
germany,2013,11,65817.4681644145
germany,2014,5,66232.1828775388
germany,2014,6,66122.1284567961
germany,2015,3,61241.1926608052
germany,2015,8,59333.2238496923
germany,2016,5,62231.8641392272
germany,2017,4,59801.3286796383
germany,2017,6,60544.9093413588
germany,2017,11,62006.3716849888
germany,2018,9,58255.2333373445
germany,2018,12,59173.1006754032
germany,2019,11,59130.9641403185
germany,2022,6,97231.7918086464
germany,2022,9,94825.5929098419
germany,2023,10,98396.1299760049
germany,2024,2,100500.244733205
germany,2024,6,99919.1173360259
germany,2006,5,43159.5673215149
germany,2006,12,41686.5386183393
germany,2007,7,43422.4902281035
germany,2013,2,67076.826691005
germany,2013,9,65669.6823657638
germany,2015,7,59439.0133311017
germany,2016,8,62093.7320824871
germany,2016,10,60616.5509212355
germany,2016,12,59582.0163533968
germany,2017,12,59356.901123869
germany,2019,6,60237.1213476571
germany,2019,9,59559.637363136
germany,2020,9,62253.7098278525
germany,2022,2,100200.064112295
germany,2022,12,98413.6833367965
germany,2023,7,100287.312091076
germany,2007,12,44326.5122071516
germany,2008,8,45312.6994818075
germany,2008,10,44343.39250664
germany,2009,5,44731.362160474
germany,2011,5,66204.664364655
germany,2012,4,68944.1661199348
germany,2012,11,68016.2180739227
germany,2014,7,66317.5728216565
germany,2016,6,61839.1052943348
germany,2019,7,60303.1581725587
germany,2020,7,62967.0785917251
germany,2021,9,99513.4549438966
germany,2021,12,99169.0596135975
germany,2022,11,97956.7403001983
germany,2023,8,99389.0042204953
germany,2006,6,43125.2450164624
germany,2023,12,100391.907874527
germany,2007,1,42141.3557871108
germany,2024,1,99439.4356507486
germany,2008,6,47753.7384551662
germany,2010,2,60892.5292754804
germany,2010,12,62294.9438899431
germany,2011,9,66864.7899216407
germany,2013,10,65488.6386606991
germany,2014,10,65377.7886194547
germany,2015,1,62328.0725706691
germany,2017,7,61455.6868891427
germany,2018,4,59309.7808569733
germany,2018,6,59192.3521961178
germany,2019,1,59627.6833028896
germany,2020,4,61496.7244920976
germany,2020,5,61632.8719198894
germany,2021,4,63620.3511373048
germany,2021,8,100572.468896683
germany,2022,1,98845.3785988495
germany,2024,3,99591.6380488528
germany,2024,4,98569.4875463485
germany,2008,1,45760.468026282
germany,2008,5,46641.6110281157
germany,2009,1,40153.2943804642
germany,2009,3,42701.8120542592
germany,2009,4,42614.5449303448
germany,2009,6,44851.0134917763
germany,2010,11,61268.3116987628
germany,2012,5,68288.1064173867
germany,2012,12,67422.2502857565
germany,2013,8,65862.4775834447
germany,2015,5,61101.6047863285
germany,2016,11,59892.3517204724
germany,2017,1,59796.9494511908
germany,2018,5,59194.9355463726
germany,2019,5,60194.8427449971
germany,2019,10,59756.2393945535
germany,2020,11,62952.6201847824
germany,2021,2,64612.7378885658
germany,2023,9,97780.3294169315
germany,2006,2,43204.9179934089
germany,2006,8,43028.9420544056
germany,2006,11,42356.5904278176
germany,2007,9,44556.0086991929
germany,2007,11,44396.1781656648
germany,2008,12,43137.1956621989
germany,2009,2,39972.2783334439
germany,2010,10,62320.0087016703
germany,2011,4,66407.2870122252
germany,2012,3,67894.8363093833
germany,2012,9,68473.4468243462
germany,2012,10,68523.4106280753
germany,2013,1,68023.9379308186
germany,2013,6,66092.5605639963
germany,2014,2,65960.4073611527
germany,2015,12,58506.8105554249
germany,2018,8,58675.1607633885
germany,2019,4,59812.8502653026
germany,2021,3,63415.5591009804
germany,2023,1,99260.2017166566
germany,2008,9,44522.2999204727
germany,2009,9,61328.474101552
germany,2009,11,61113.0406350169
germany,2010,5,60868.524386532
germany,2011,1,62894.3374195627
germany,2011,2,62996.3253098152
germany,2015,4,61621.7363034204
germany,2015,6,60931.8914337322
germany,2015,9,59346.6529220366
germany,2015,11,58178.9535535213
germany,2018,3,60617.3944642686
germany,2020,2,61316.1211374164
germany,2020,10,62392.2469214767
germany,2021,1,64765.417205294
germany,2021,6,63708.9725301366
germany,2023,5,98767.2792467504
germany,2006,9,42477.1951642024
germany,2007,2,41710.9475548071
germany,2007,3,41683.3420839211
germany,2007,8,43738.9635752842
germany,2008,11,43884.5548674205
germany,2009,7,45729.8919713814
germany,2009,8,60384.8386655015
germany,2011,3,64757.2399341477
germany,2011,11,66171.2613561599
germany,2012,1,67227.0170723736
germany,2012,8,68438.7082868936
germany,2013,12,67365.1156636072
germany,2014,1,66901.6551384463
germany,2016,1,58455.1931298703
germany,2017,3,59577.3191785533
germany,2017,8,60551.8259536143
germany,2018,10,58803.5779663809
germany,2019,2,59616.9923890063
germany,2019,8,61398.428606762
germany,2021,11,100395.477192666
germany,2023,11,100045.845527147
germany,2024,5,99230.659417219
germany,2006,1,45131.5072115817
germany,2006,10,42227.825246604
germany,2010,3,60205.0786795996
germany,2013,3,66601.314658699
germany,2013,4,66844.1904872558
germany,2014,4,67148.93637814
germany,2017,5,60001.4203040067
germany,2017,10,62236.3385246055
germany,2018,1,59714.0910120696
germany,2020,8,62487.0947153022
germany,2021,10,99843.0601092985
germany,2022,7,96840.0139116463
germany,2022,8,95367.5235191999
germany,2023,4,99911.8198196939
germany,2023,6,99753.7037651267
germany,2006,3,43552.2975680835
germany,2006,7,43726.3094978365
germany,2007,10,44235.5551896919
germany,2009,12,59925.3146065488
germany,2010,1,60122.6913092734
germany,2010,4,60374.9017551991
germany,2010,9,62376.0177018717
germany,2011,10,67147.6737486029
germany,2011,12,66928.0708874098
germany,2012,6,68173.4021252705
germany,2013,7,65410.3713255925
germany,2014,9,65108.5017719226
germany,2014,12,62265.9288479195
germany,2015,2,62353.1739587662
germany,2015,10,59302.7618566813
germany,2016,2,60300.1286233265
germany,2016,3,60817.7003703491
germany,2016,4,61775.9439281063
germany,2016,9,61393.746498324
germany,2018,7,59399.7980238282
germany,2018,11,58828.1148423511
germany,2019,3,59300.7976369002
germany,2020,6,62051.749828287
germany,2020,12,63969.3467486789
germany,2022,5,98228.2208069457
germany,2023,3,99735.4383174292
india,2009,9,270855.254689748
india,2010,1,262903.915108459
india,2010,6,256334.199881688
india,2011,8,294347.978652402
india,2011,9,283820.533484686
india,2012,9,268824.543943732
india,2013,1,270765.0327519
india,2013,5,267186.398582841
india,2013,12,276493.267092374
india,2015,5,334317.692138661
india,2017,3,350923.607640251
india,2018,11,373187.968980784
india,2020,11,539921.508599295
india,2021,11,599403.730376534
india,2022,4,554647.525572404
india,2022,9,495189.24960517
india,2024,5,595021.554909007
india,2006,1,134686.556093725
india,2006,4,154362.651036143
india,2007,5,201161.160548925
india,2009,8,267318.299506377
india,2012,2,269029.434978465
india,2013,4,272057.711578594
india,2013,8,256039.529816258
india,2013,9,257753.281060282
india,2014,12,303454.87492727
india,2015,11,333851.954005008
india,2016,6,344029.547094993
india,2017,2,345181.175899817
india,2017,11,382005.683328922
india,2019,9,407452.453119285
india,2020,4,449107.995966121
india,2024,6,595473.433969934
india,2007,3,192398.1227872
india,2008,9,277769.994520134
india,2009,6,255248.37741604
india,2009,11,269968.584922582
india,2012,10,269208.192227203
india,2014,8,299915.889183565
india,2015,3,323824.829168581
india,2015,9,333344.79865459
india,2017,1,344544.924771989
india,2018,2,400132.903901046
india,2018,12,374425.187183508
india,2019,3,390267.677762945
india,2020,10,523969.558523425
india,2022,5,562226.718595029
india,2022,7,534690.412998639
india,2023,12,574508.789079883
india,2006,9,159103.351582304
india,2008,3,299684.068707161
india,2009,1,239684.694689949
india,2009,4,242657.842724735
india,2011,6,291724.459833153
india,2012,8,266324.609283496
india,2012,11,268828.831707846
india,2013,2,266795.040503227
india,2015,7,336336.736698745
india,2015,12,334310.993025188
india,2016,1,333077.592173702
india,2018,1,401550.065968083
india,2019,7,403714.736546052
india,2020,3,447527.444119671
india,2020,9,508526.945423215
india,2022,8,520844.755865628
india,2023,5,545704.7296607
india,2023,8,553212.330477409
india,2023,9,544405.44826239
india,2023,10,542079.54407151
india,2006,3,145854.117833775
india,2007,1,173635.720629083
india,2008,5,305407.267291928
india,2008,10,244499.4006867
india,2010,8,263145.077920236
india,2010,9,272490.42134965
india,2012,4,269568.960010792
india,2013,3,268506.78335844
india,2017,6,366986.761984313
india,2017,8,377934.66032939
india,2018,3,403750.660782237
india,2018,10,371888.806087712
india,2019,1,378006.428711078
india,2020,2,451702.90546754
india,2021,5,560787.725897969
india,2006,12,170737.998444448
india,2007,2,187683.405584304
india,2007,6,206578.992751031
india,2008,2,291676.75609595
india,2008,6,302874.407309451
india,2008,8,286613.498251943
india,2009,5,252608.268860666
india,2009,10,273460.320825662
india,2010,2,260441.929101155
india,2010,11,270429.763934062
india,2011,3,282517.257087174
india,2014,3,285031.667648512
india,2017,4,353698.265301008
india,2018,6,385400.077511154
india,2018,8,380573.739903388
india,2018,9,380813.069453745
india,2019,6,405936.770212702
india,2021,4,552737.345146937
india,2021,7,582672.086473192
india,2022,12,521419.38395761
india,2007,9,240396.462049642
india,2008,7,296437.854546899
india,2009,3,242345.224044386
india,2012,3,268720.680969077
india,2012,7,265145.838576074
india,2012,12,270586.506917185
india,2013,7,259061.293113739
india,2013,10,262567.821746506
india,2014,1,273388.159272482
india,2014,7,301131.797117009
india,2016,10,346822.99835553
india,2017,10,379329.743479603
india,2019,4,396238.176683989
india,2020,5,460963.536940631
india,2020,8,505303.565479202
india,2021,8,603136.242827276
india,2022,2,590657.717954349
india,2022,11,513369.416042327
india,2006,5,156844.64224677
india,2006,8,159707.634007437
india,2007,4,197375.97491194
india,2008,1,284034.483770569
india,2010,5,254636.486323394
india,2011,1,277726.326615487
india,2011,5,287804.873845046
india,2014,5,293860.546001861
india,2014,10,298472.880698066
india,2016,3,341189.270079852
india,2016,5,342399.070530849
india,2016,9,351667.292320345
india,2016,12,341145.194692363
india,2017,5,360819.689697886
india,2018,7,383776.895972302
india,2019,2,379583.834239781
india,2019,11,424853.307690301
india,2006,2,136640.098147237
india,2006,7,158019.991893648
india,2008,4,304725.230352669
india,2010,4,261413.685971694
india,2011,7,294418.748742371
india,2011,10,290334.824448836
india,2014,9,296204.484445528
india,2015,4,333725.503694515
india,2016,7,346011.764349619
india,2016,8,346250.456121553
india,2021,1,554103.798782004
india,2021,12,594356.484008549
india,2022,1,591020.180019944
india,2023,11,556543.068948571
india,2006,6,156731.992764408
india,2006,10,161326.243413561
india,2008,11,239758.727087137
india,2009,7,261864.865905638
india,2010,3,261393.478133535
india,2010,10,276456.989263021
india,2015,2,319300.488546809
india,2018,5,391849.998358384
india,2019,8,401408.385719794
india,2019,12,432378.384523969
india,2007,8,221969.313250796
india,2020,1,442647.713931224
india,2009,12,265181.731677225
india,2020,6,472094.30741837
india,2011,2,279878.026862585
india,2020,7,497249.26255087
india,2011,11,280841.440668473
india,2020,12,549086.868074865
india,2011,12,271285.421552138
india,2012,5,261740.343244636
india,2021,2,549399.409662807
india,2012,6,265327.695400283
india,2022,3,564868.349642235
india,2013,6,263126.441212612
india,2023,2,521182.62829263
india,2014,4,292401.949435603
india,2023,4,544545.952522973
india,2015,6,338106.666367344
india,2023,6,551201.105822558
india,2015,8,334620.809169119
india,2024,2,577133.114833557
india,2015,10,336654.246137084
india,2024,3,593744.011869054
india,2016,2,330199.405324195
india,2024,4,584311.156242979
india,2016,4,344140.71616907
india,2017,7,374514.735002576
india,2017,9,379771.135767886
india,2021,10,602272.925340569
india,2022,10,496564.01394632
india,2023,1,530592.718783573
india,2006,11,168150.2163317
india,2007,7,220222.967456881
india,2007,10,256883.785634232
india,2007,11,265163.082560506
india,2007,12,266988.346673262
india,2008,12,247418.901857103
india,2009,2,239490.897553023
india,2010,7,265512.782366393
india,2010,12,275276.605505686
india,2011,4,290407.500909082
india,2012,1,267267.941138031
india,2013,11,272378.009162422
india,2014,2,275731.104855813
india,2014,6,298024.446008941
india,2014,11,298852.173529873
india,2015,1,310606.516330184
india,2016,11,341975.71739398
india,2017,12,389350.147912134
india,2018,4,399532.82321407
india,2019,5,399309.608326193
india,2019,10,418505.121881737
india,2021,3,543284.10557922
india,2021,6,575510.57922103
india,2021,9,598057.121006892
india,2022,6,548773.98486616
india,2023,3,533279.818317332
india,2023,7,560733.750175992
india,2024,1,572003.913129351
italy,2006,9,25736.3087202787
italy,2007,4,27447.3570434773
italy,2007,11,31678.6379312725
italy,2008,7,32382.9681877241
italy,2009,4,35736.3390182975
italy,2011,2,48865.3179415644
italy,2011,5,48438.1720910837
italy,2012,4,50834.9540627909
italy,2014,1,51002.7632308835
italy,2015,8,47204.1514926217
italy,2016,4,46367.3925401252
italy,2017,2,45479.449650524
italy,2017,3,45591.4176691952
italy,2018,1,49236.3322356366
italy,2019,6,53788.1147849412
italy,2021,11,83797.1695852189
italy,2021,12,84001.6642592574
italy,2023,9,81467.022461646
italy,2024,5,84713.1553744424
italy,2006,5,24586.9894864429
italy,2007,6,29510.4635436348
italy,2008,8,32256.2390868612
italy,2009,10,47349.1408703889
italy,2012,8,50576.5833565532
italy,2015,3,46318.855724397
italy,2015,5,46189.8790435366
italy,2015,9,47338.6237891028
italy,2016,2,45206.0420467834
italy,2017,1,45331.0707305551
italy,2017,6,48426.6179875805
italy,2018,5,49459.1952746802
italy,2019,3,52300.9330993654
italy,2019,9,53997.1358287468
italy,2019,11,54196.9698454498
italy,2020,6,56115.5650526286
italy,2022,6,80083.9846395784
italy,2024,1,83492.4541349675
italy,2024,7,85091.0147636165
italy,2008,6,32608.6308593604
italy,2010,7,47094.8488969141
italy,2011,6,48090.7019923578
italy,2013,2,50370.1445458842
italy,2016,1,46818.7511018268
italy,2016,12,44803.132686776
italy,2021,2,60944.8876478339
italy,2022,5,81446.1082661914
italy,2022,7,80959.7707816201
italy,2022,10,78545.7026537611
italy,2023,11,84407.7965660916
italy,2006,2,26086.1299333538
italy,2006,3,25341.6913600848
italy,2007,2,27218.6164988978
italy,2008,1,30665.6744737778
italy,2009,1,36443.5165073373
italy,2010,1,45974.0369337245
italy,2010,3,45171.5463738881
italy,2010,5,45771.7262692492
italy,2010,6,46224.6305923866
italy,2010,10,48616.5296087841
italy,2010,11,47653.7844511477
italy,2011,10,49103.6567370892
italy,2011,11,48657.4064749191
italy,2012,12,50498.8593731458
italy,2013,12,50774.9762798718
italy,2014,8,50653.0400697484
italy,2014,10,48583.9946570752
italy,2014,12,47688.7192545029
italy,2015,12,47033.6929795149
italy,2016,3,45887.6677854283
italy,2017,10,48742.5937999385
italy,2018,2,48928.5332994065
italy,2018,8,50380.4388590853
italy,2018,10,49754.2968294003
italy,2020,12,61613.8086531704
italy,2021,7,63559.043013247
italy,2021,9,83582.8689601522
italy,2022,4,80975.6936926924
italy,2023,3,82676.8186894057
italy,2023,4,83248.4709489696
italy,2006,4,25349.3212895124
italy,2006,6,25848.3214538029
italy,2007,7,29421.9909162481
italy,2007,8,28759.8576114665
italy,2009,6,37593.0796541826
italy,2009,7,37083.3172375664
italy,2011,9,49173.9851834049
italy,2011,12,49185.1589227408
italy,2012,5,50429.5480507069
italy,2012,9,51247.5862792534
italy,2016,6,45946.501162614
italy,2018,9,50242.7969403656
italy,2019,2,51431.1063345188
italy,2019,5,53985.1313280332
italy,2020,10,59952.5619975211
italy,2022,11,80456.1298313385
italy,2024,3,83849.2042827234
italy,2006,10,25644.3352131226
italy,2006,12,25661.7292447903
italy,2007,1,26705.4147298174
italy,2008,5,32350.9067975372
italy,2008,9,34492.5297453038
italy,2010,2,45672.2236532714
italy,2011,1,49324.8909006984
italy,2015,4,46879.6213156568
italy,2017,12,48918.6415500727
italy,2020,2,55438.8557669151
italy,2022,9,77895.7374916161
italy,2008,2,30260.4397986291
italy,2008,3,29468.8073643683
italy,2009,5,36844.5369053491
italy,2011,7,48967.5312231724
italy,2012,3,49492.4411884803
italy,2012,7,51808.6148637312
italy,2012,10,51400.181580179
italy,2013,3,49950.0679001056
italy,2013,6,50748.3644096903
italy,2013,9,51272.1917811936
italy,2014,4,51261.236508624
italy,2015,2,47064.5043844438
italy,2016,5,45775.5914594147
italy,2016,10,46243.6749645398
italy,2017,7,48770.9560258621
italy,2017,8,48536.0778926926
italy,2017,9,48794.3021014809
italy,2018,6,49980.2860431266
italy,2018,12,51330.7485715528
italy,2021,1,60666.3255162444
italy,2021,3,60013.2773682422
italy,2021,5,61869.1483109337
italy,2021,8,83952.772554371
italy,2022,8,79559.0938503661
italy,2023,2,81921.6509820143
italy,2023,8,82872.1192301243
italy,2006,1,26128.9873443186
italy,2006,11,26951.9277561251
italy,2008,4,32173.7541690615
italy,2008,11,36040.5870861623
italy,2008,12,37087.58133816
italy,2009,11,47414.5006469194
italy,2010,8,46620.0605520854
italy,2010,12,47684.1439023865
italy,2011,8,49307.6401315491
italy,2012,1,49820.0465627181
italy,2012,2,49645.4562568061
italy,2012,11,50724.9107292962
italy,2013,1,50417.1305704976
italy,2015,10,47252.9381995262
italy,2016,7,45896.9515930631
italy,2017,5,48359.1302795607
italy,2017,11,48605.1425812125
italy,2019,10,55108.5183799387
italy,2020,3,55787.7394859127
italy,2020,9,60409.4812167569
italy,2021,4,61168.8653164499
italy,2022,3,82518.7253758383
italy,2007,3,27120.8474533277
italy,2007,5,27714.8162846365
italy,2007,10,29808.8368284571
italy,2009,8,45784.7455168508
italy,2009,9,47422.6097366326
italy,2012,6,50622.1330541218
italy,2013,8,50885.2434910311
italy,2014,3,50869.941809045
italy,2014,5,50964.5267548605
italy,2014,6,50976.8785891813
italy,2014,11,48365.3104119195
italy,2015,6,47521.4744217348
italy,2018,7,50473.2007557916
italy,2019,1,51501.02582577
italy,2020,4,56051.6664180168
italy,2020,7,57504.1624009609
italy,2023,6,83427.1507826288
italy,2023,10,81924.5983287938
italy,2024,4,83307.1349249354
italy,2024,6,84949.5110220866
italy,2006,7,25554.1616188231
italy,2007,12,28384.9668011732
italy,2009,3,35752.1670713764
italy,2010,4,45694.4306932976
italy,2011,3,50583.9308651656
italy,2013,10,50863.9790003076
italy,2016,9,46570.1314152027
italy,2018,11,50561.93244587
italy,2019,7,54456.2693871866
italy,2019,12,55341.3871311084
italy,2020,1,55227.9292006654
italy,2020,11,60750.3323956497
italy,2023,7,83148.2956757322
italy,2006,8,25693.130393435
italy,2007,9,29673.5666961107
italy,2009,2,35765.9441761101
italy,2010,9,47974.5184687113
italy,2011,4,47410.8914532329
italy,2013,4,50734.2855778485
italy,2013,7,51084.4021135246
italy,2013,11,50744.5491013574
italy,2014,7,51051.3255448374
italy,2015,7,46805.8917863319
italy,2015,11,46846.8609657027
italy,2018,3,49576.5008300435
italy,2022,1,83432.729632713
italy,2022,2,83522.8527659809
italy,2023,1,82112.5858715457
italy,2023,5,82703.0116123339
italy,2023,12,84819.4546539834
italy,2024,2,83276.324376553
italy,2008,10,35395.5514690873
italy,2009,12,45770.3769407429
italy,2013,5,50958.4431647895
italy,2014,2,50696.58728821
italy,2014,9,49588.8275626712
italy,2015,1,47324.5246283512
italy,2016,8,45859.3933401928
italy,2016,11,45313.7429958372
italy,2017,4,47982.4020226932
italy,2018,4,48868.5735838765
italy,2019,4,53176.9878977321
italy,2019,8,53710.7405569654
italy,2020,5,56127.3722083328
italy,2020,8,59247.2658254312
italy,2021,6,63110.9340058985
italy,2021,10,84197.9963633083
italy,2022,12,81714.8394621386
japan,2006,7,856377.064064364
japan,2008,5,975183.726395493
japan,2008,10,959744.211622407
japan,2010,6,1024803.06014671
japan,2011,5,1101717.49350728
japan,2012,5,1239348.179195
japan,2012,6,1231181.7536019
japan,2012,10,1231830.37112046
japan,2014,3,1247526.25730078
japan,2014,11,1239944.74216046
japan,2015,12,1207019.20362757
japan,2016,8,1223782.70565713
japan,2017,1,1201624.18803606
japan,2018,4,1223566.3997354
japan,2018,10,1222712.01608657
japan,2021,2,1332672.62129747
japan,2023,11,1214344.2102911
japan,2006,5,848046.866145297
japan,2008,9,974129.797813348
japan,2009,5,1000012.07442405
japan,2010,7,1040856.45806924
japan,2013,4,1221784.23365641
japan,2014,1,1246241.5683479
japan,2016,1,1220692.70819753
japan,2016,5,1224086.07088185
japan,2016,7,1231672.22098738
japan,2016,11,1190247.95513902
japan,2019,8,1293118.46330457
japan,2021,12,1356244.30842569
