country,year,month,gpr_index
russia,2010,2,0.4187147319316864
south_africa,2010,2,0.05097396671772003
turkiye,2010,2,0.16020388901233673
united_kingdom,2010,2,0.9466593861579895
united_states,2010,2,1.8095757961273193
australia,2010,3,0.06787944585084915
brazil,2010,3,0.09503122419118881
canada,2010,3,0.11539506167173386
china,2010,3,0.37673091888427734
france,2010,3,0.23418408632278442
germany,2010,3,0.19685038924217224
india,2010,3,0.1798805296421051
italy,2010,3,0.06787944585084915
japan,2010,3,0.12218300253152847
mexico,2010,3,0.06448547542095184
south_korea,2010,3,0.19345642626285553
russia,2010,3,0.5532174706459045
south_africa,2010,3,0.016969861462712288
turkiye,2010,3,0.1357588917016983
united_kingdom,2010,3,0.7432799339294434
united_states,2010,3,1.6630464792251587
australia,2010,4,0.049829158931970596
brazil,2010,4,0.08542141318321228
canada,2010,4,0.1459282487630844
china,2010,4,0.5623576045036316
france,2010,4,0.2669419050216675
germany,2010,4,0.27406036853790283
india,2010,4,0.2811788022518158
italy,2010,4,0.06406605988740921
japan,2010,4,0.09609908610582352
mexico,2010,4,0.15304669737815857
south_korea,2010,4,0.3630410134792328
russia,2010,4,0.7901480793952942
south_africa,2010,4,0.11389521509408951
turkiye,2010,4,0.16016514599323273
united_kingdom,2010,4,0.7545558214187622
united_states,2010,4,1.9718109369277954
australia,2010,5,0.05800464004278183
brazil,2010,5,0.22519448399543762
canada,2010,5,0.18083800375461578
china,2010,5,0.6482871770858765
france,2010,5,0.3753241300582886
germany,2010,5,0.2729630172252655
india,2010,5,0.2729630172252655
italy,2010,5,0.06482871621847153
japan,2010,5,0.2593148648738861
mexico,2010,5,0.1330694705247879
south_korea,2010,5,0.47768527269363403
russia,2010,5,0.5595741868019104
south_africa,2010,5,0.03412037715315819
turkiye,2010,5,0.2729630172252655
united_kingdom,2010,5,0.8188890218734741
united_states,2010,5,2.033574342727661
australia,2010,6,0.08599931001663208
brazil,2010,6,0.1823185384273529
canada,2010,6,0.18575851619243622
china,2010,6,0.37151703238487244
france,2010,6,0.3405572772026062
germany,2010,6,0.25799793004989624
india,2010,6,0.16511867940425873
italy,2010,6,0.06535948067903519
japan,2010,6,0.12039903551340103
mexico,2010,6,0.23391813039779663
south_korea,2010,6,0.2270381897687912
russia,2010,6,0.5297557711601257
south_africa,2010,6,0.04127966985106468
turkiye,2010,6,0.7430340647697449
united_kingdom,2010,6,0.9253525733947754
united_states,2010,6,2.119023084640503
australia,2010,7,0.06682141125202179
brazil,2010,7,0.052753746509552
canada,2010,7,0.12309207022190094
china,2010,7,0.2180488109588623
france,2010,7,0.18991348147392273
germany,2010,7,0.23563340306282043
india,2010,7,0.2708025574684143
italy,2010,7,0.09495674073696136
japan,2010,7,0.059787578880786896
mexico,2010,7,0.14771048724651337
south_korea,2010,7,0.13715973496437073
russia,2010,7,0.28135329484939575
south_africa,2010,7,0.03516916185617447
turkiye,2010,7,0.2321164757013321
united_kingdom,2010,7,0.9319828152656555
united_states,2010,7,1.6248153448104858
australia,2010,8,0.0750948041677475
brazil,2010,8,0.05632110685110092
canada,2010,8,0.22152967751026154
china,2010,8,0.32666242122650146
france,2010,8,0.2065107226371765
germany,2010,8,0.18773701786994934
india,2010,8,0.266586571931839
italy,2010,8,0.0750948041677475
japan,2010,8,0.14643487334251404
mexico,2010,8,0.13141591846942902
south_korea,2010,8,0.17647279798984528
russia,2010,8,0.39424774050712585
south_africa,2010,8,0.05256636440753937
turkiye,2010,8,0.16896331310272217
united_kingdom,2010,8,0.6345511078834534
united_states,2010,8,1.7309353351593018
australia,2010,9,0.06681670993566513
brazil,2010,9,0.04571669548749924
canada,2010,9,0.10550007224082947
china,2010,9,0.3376002311706543
france,2010,9,0.24968349933624268
germany,2010,9,0.2074834704399109
india,2010,9,0.1652834415435791
italy,2010,9,0.028133351355791092
japan,2010,9,0.1934167891740799
mexico,2010,9,0.09495006501674652
south_korea,2010,9,0.19693346321582794
russia,2010,9,0.3165002167224884
south_africa,2010,9,0.04220002889633179
turkiye,2010,9,0.08088338375091553
united_kingdom,2010,9,0.6189337372779846
united_states,2010,9,1.5473343133926392
australia,2010,10,0.039455514401197433
brazil,2010,10,0.03287959471344948
canada,2010,10,0.1315183788537979
china,2010,10,0.2827645242214203
france,2010,10,0.36167553067207336
germany,2010,10,0.3452357351779938
india,2010,10,0.17426185309886932
italy,2010,10,0.09863878786563873
japan,2010,10,0.17097389698028564
mexico,2010,10,0.0887749046087265
south_korea,2010,10,0.12494245916604996
russia,2010,10,0.24002104997634888
south_africa,2010,10,0.01643979735672474
turkiye,2010,10,0.08219898492097855
united_kingdom,2010,10,0.7660945653915405
united_states,2010,10,1.4335503578186035
australia,2010,11,0.08385451138019562
brazil,2010,11,0.055903010070323944
canada,2010,11,0.16072115302085876
china,2010,11,0.681317925453186
france,2010,11,0.35638168454170227
germany,2010,11,0.3878271281719208
india,2010,11,0.2550574839115143
italy,2010,11,0.10831207782030106
japan,2010,11,0.3074665367603302
mexico,2010,11,0.08385451138019562
south_korea,2010,11,0.6009573340415955
russia,2010,11,0.6778239607810974
south_africa,2010,11,0.06638482213020325
turkiye,2010,11,0.164215087890625
united_kingdom,2010,11,1.048181414604187
united_states,2010,11,2.0334718227386475
australia,2010,12,0.10574417561292648
brazil,2010,12,0.0679783970117569
canada,2010,12,0.13218021392822266
china,2010,12,0.5287208557128906
france,2010,12,0.41542354226112366
germany,2010,12,0.35499829053878784
india,2010,12,0.24547754228115082
italy,2010,12,0.1170739084482193
japan,2010,12,0.2152649313211441
mexico,2010,12,0.1548396795988083
south_korea,2010,12,0.48340195417404175
russia,2010,12,0.630688488483429
south_africa,2010,12,0.12840363383293152
turkiye,2010,12,0.19260546565055847
united_kingdom,2010,12,1.0423353910446167
united_states,2010,12,2.1148834228515625
australia,2011,1,0.07602635771036148
brazil,2011,1,0.0651654452085495
canada,2011,1,0.07602635771036148
china,2011,1,0.46701905131340027
france,2011,1,0.354789674282074
germany,2011,1,0.25704148411750793
india,2011,1,0.16291362047195435
italy,2011,1,0.06878574937582016
japan,2011,1,0.10860908031463623
mexico,2011,1,0.057924844324588776
south_korea,2011,1,0.2316993772983551
russia,2011,1,0.47787994146347046
south_africa,2011,1,0.03258272260427475
turkiye,2011,1,0.20273694396018982
united_kingdom,2011,1,0.7240605354309082
united_states,2011,1,1.5277677774429321
australia,2011,2,0.07349243760108948
brazil,2011,2,0.03868022933602333
canada,2011,2,0.10830464214086533
china,2011,2,0.39840638637542725
france,2011,2,0.3403860330581665
germany,2011,2,0.30944183468818665
india,2011,2,0.16245697438716888
italy,2011,2,0.2050052285194397
japan,2011,2,0.12377674132585526
mexico,2011,2,0.10056859999895096
south_korea,2011,2,0.1585889458656311
russia,2011,2,0.32878196239471436
south_africa,2011,2,0.02707616053521633
turkiye,2011,2,0.17019301652908325
united_kingdom,2011,2,1.0018179416656494
united_states,2011,2,1.802498698234558
australia,2011,3,0.04990850016474724
brazil,2011,3,0.10979869961738586
canada,2011,3,0.2927965521812439
china,2011,3,0.5290300846099854
france,2011,3,1.324238896369934
germany,2011,3,0.5290300846099854
india,2011,3,0.21959739923477173
italy,2011,3,0.4891033172607422
japan,2011,3,0.499085009098053
mexico,2011,3,0.09981700032949448
south_korea,2011,3,0.11645317077636719
russia,2011,3,0.7319913506507874
south_africa,2011,3,0.06321743130683899
turkiye,2011,3,0.3926135301589966
united_kingdom,2011,3,1.916486382484436
united_states,2011,3,2.9379470348358154
australia,2011,4,0.028623564168810844
brazil,2011,4,0.03935740143060684
canada,2011,4,0.16100755333900452
china,2011,4,0.2683459222316742
france,2011,4,0.7799921035766602
germany,2011,4,0.24330030381679535
india,2011,4,0.11091630905866623
italy,2011,4,0.35063865780830383
japan,2011,4,0.17889727652072906
mexico,2011,4,0.05009123682975769
south_korea,2011,4,0.09660452604293823
russia,2011,4,0.2540341317653656
south_africa,2011,4,0.12880603969097137
turkiye,2011,4,0.20036494731903076
united_kingdom,2011,4,1.0590718984603882
united_states,2011,4,1.9177788496017456
australia,2011,5,0.03927309066057205
brazil,2011,5,0.024991966784000397
canada,2011,5,0.12495983392000198
china,2011,5,0.207076296210289
france,2011,5,0.5069798827171326
germany,2011,5,0.2356385439634323
india,2011,5,0.21778714656829834
italy,2011,5,0.2570602297782898
japan,2011,5,0.17137348651885986
mexico,2011,5,0.07140561938285828
south_korea,2011,5,0.12138955295085907
russia,2011,5,0.21778714656829834
south_africa,2011,5,0.06783533841371536
turkiye,2011,5,0.16780321300029755
united_kingdom,2011,5,1.0496625900268555
united_states,2011,5,2.2956907749176025
australia,2011,6,0.04680805280804634
brazil,2011,6,0.05400928854942322
canada,2011,6,0.1476253867149353
china,2011,6,0.3636625409126282
france,2011,6,0.4068699777126312
germany,2011,6,0.2592445909976959
india,2011,6,0.19083282351493835
italy,2011,6,0.22683902084827423
japan,2011,6,0.08281424641609192
mexico,2011,6,0.10441795736551285
south_korea,2011,6,0.0900154858827591
russia,2011,6,0.2916501760482788
south_africa,2011,6,0.08281424641609192
turkiye,2011,6,0.3780650198459625
united_kingdom,2011,6,0.8677492737770081
united_states,2011,6,1.7967090606689453
australia,2011,7,0.08480826020240784
brazil,2011,7,0.02581121027469635
canada,2011,7,0.08849557489156723
china,2011,7,0.2691740393638611
france,2011,7,0.3613569438457489
germany,2011,7,0.17330382764339447
india,2011,7,0.16961652040481567
italy,2011,7,0.13643068075180054
japan,2011,7,0.11061947047710419
mexico,2011,7,0.07743363082408905
south_korea,2011,7,0.12905605137348175
russia,2011,7,0.2691740393638611
south_africa,2011,7,0.029498524963855743
turkiye,2011,7,0.2507374584674835
united_kingdom,2011,7,0.8443952798843384
united_states,2011,7,1.5707964897155762
australia,2011,8,0.018735714256763458
brazil,2011,8,0.06370142847299576
canada,2011,8,0.09742571413516998
china,2011,8,0.29977142810821533
france,2011,8,0.4459100067615509
germany,2011,8,0.23606999218463898
india,2011,8,0.1348971426486969
italy,2011,8,0.21358713507652283
japan,2011,8,0.09367857128381729
mexico,2011,8,0.04121857136487961
south_korea,2011,8,0.11241428554058075
russia,2011,8,0.38220855593681335
south_africa,2011,8,0.0899314284324646
turkiye,2011,8,0.393449991941452
united_kingdom,2011,8,0.9068085551261902
united_states,2011,8,1.704949975013733
australia,2011,9,0.05326704680919647
brazil,2011,9,0.07102272659540176
canada,2011,9,0.14204545319080353
china,2011,9,0.28053978085517883
france,2011,9,0.2982954680919647
germany,2011,9,0.18465909361839294
india,2011,9,0.18821023404598236
italy,2011,9,0.14914773404598236
japan,2011,9,0.10653409361839294
mexico,2011,9,0.05681818351149559
south_korea,2011,9,0.078125
russia,2011,9,0.2876420319080353
south_africa,2011,9,0.08167613297700882
turkiye,2011,9,0.40127840638160706
united_kingdom,2011,9,0.6960227489471436
united_states,2011,9,1.6370738744735718
australia,2011,10,0.0561896413564682
brazil,2011,10,0.05970149114727974
canada,2011,10,0.1685689240694046
china,2011,10,0.3722563683986664
france,2011,10,0.32309043407440186
germany,2011,10,0.14398595690727234
india,2011,10,0.20017559826374054
italy,2011,10,0.10184372216463089
japan,2011,10,0.08077260851860046
mexico,2011,10,0.1861281841993332
south_korea,2011,10,0.10184372216463089
russia,2011,10,0.3090430200099945
south_africa,2011,10,0.09833186864852905
turkiye,2011,10,0.24582967162132263
united_kingdom,2011,10,0.6848112344741821
united_states,2011,10,1.5346795320510864
australia,2011,11,0.10674257576465607
brazil,2011,11,0.03558085858821869
canada,2011,11,0.1814623773097992
china,2011,11,0.5906422138214111
france,2011,11,0.5159224271774292
germany,2011,11,0.26685643196105957
india,2011,11,0.15655577182769775
italy,2011,11,0.17078810930252075
japan,2011,11,0.152997687458992
mexico,2011,11,0.07827788591384888
south_korea,2011,11,0.1743462085723877
russia,2011,11,0.6191069483757019
south_africa,2011,11,0.02846468612551689
turkiye,2011,11,0.46966731548309326
united_kingdom,2011,11,0.8183597326278687
united_states,2011,11,1.7399039268493652
australia,2011,12,0.038034383207559586
brazil,2011,12,0.06085501238703728
canada,2011,12,0.11029971390962601
china,2011,12,0.551498532295227
france,2011,12,0.38034382462501526
germany,2011,12,0.28525787591934204
india,2011,12,0.15974441170692444
italy,2011,12,0.14453065395355225
japan,2011,12,0.19777879118919373
mexico,2011,12,0.06085501238703728
south_korea,2011,12,0.30807849764823914
russia,2011,12,0.46021604537963867
south_africa,2011,12,0.02662406861782074
turkiye,2011,12,0.3118819296360016
united_kingdom,2011,12,0.8595770597457886
united_states,2011,12,1.8332573175430298
australia,2012,1,0.07429420202970505
brazil,2012,1,0.05200594291090965
canada,2012,1,0.07429420202970505
china,2012,1,0.5609212517738342
france,2012,1,0.4011887013912201
germany,2012,1,0.24517087638378143
india,2012,1,0.17459137737751007
italy,2012,1,0.16344724595546722
japan,2012,1,0.19316492974758148
mexico,2012,1,0.04829123243689537
south_korea,2012,1,0.24145616590976715
russia,2012,1,0.4383358061313629
south_africa,2012,1,0.05200594291090965
turkiye,2012,1,0.2563149929046631
united_kingdom,2012,1,0.8358098268508911
united_states,2012,1,1.7756315469741821
australia,2012,2,0.05713197588920593
brazil,2012,2,0.011426394805312157
canada,2012,2,0.1180727481842041
china,2012,2,0.8188916444778442
france,2012,2,0.5675109624862671
germany,2012,2,0.29327747225761414
india,2012,2,0.29327747225761414
italy,2012,2,0.13330794870853424
japan,2012,2,0.12188154458999634
mexico,2012,2,0.07617596536874771
south_korea,2012,2,0.1599695235490799
russia,2012,2,0.8874499797821045
south_africa,2012,2,0.0533231757581234
turkiye,2012,2,0.35802704095840454
united_kingdom,2012,2,1.0550371408462524
united_states,2012,2,1.9082080125808716
australia,2012,3,0.0620732456445694
brazil,2012,3,0.04827919229865074
canada,2012,3,0.13104352355003357
china,2012,3,0.6241809725761414
france,2012,3,0.434512734413147
germany,2012,3,0.17587420344352722
india,2012,3,0.17587420344352722
italy,2012,3,0.08621284365653992
japan,2012,3,0.2172563672065735
mexico,2012,3,0.044830676168203354
south_korea,2012,3,0.2758810818195343
russia,2012,3,0.6862542033195496
south_africa,2012,3,0.0620732456445694
turkiye,2012,3,0.3103662431240082
united_kingdom,2012,3,0.9276501536369324
united_states,2012,3,1.910476565361023
australia,2012,4,0.09865300357341766
brazil,2012,4,0.04932650178670883
canada,2012,4,0.10244735330343246
china,2012,4,0.8006070852279663
france,2012,4,0.4970593750476837
germany,2012,4,0.3566685616970062
india,2012,4,0.26560425758361816
italy,2012,4,0.037943463772535324
japan,2012,4,0.24663251638412476
mexico,2012,4,0.056915197521448135
south_korea,2012,4,0.311136394739151
russia,2012,4,0.5805349946022034
south_africa,2012,4,0.06829823553562164
turkiye,2012,4,0.5122367739677429
united_kingdom,2012,4,1.0889774560928345
united_states,2012,4,1.9654715061187744
australia,2012,5,0.06502889841794968
brazil,2012,5,0.02528901770710945
canada,2012,5,0.08309248834848404
china,2012,5,0.4804913401603699
france,2012,5,0.3576589524745941
germany,2012,5,0.28901734948158264
india,2012,5,0.1625722497701645
italy,2012,5,0.09393063932657242
japan,2012,5,0.1517340987920761
mexico,2012,5,0.054190751165151596
south_korea,2012,5,0.18063583970069885
russia,2012,5,0.5708092451095581
south_africa,2012,5,0.02528901770710945
turkiye,2012,5,0.24205201864242554
united_kingdom,2012,5,0.7622832655906677
united_states,2012,5,1.6257225275039673
australia,2012,6,0.0486290343105793
brazil,2012,6,0.026184864342212677
canada,2012,6,0.07107320427894592
china,2012,6,0.4788089692592621
france,2012,6,0.3329218626022339
germany,2012,6,0.27307072281837463
india,2012,6,0.10099876672029495
italy,2012,6,0.052369728684425354
japan,2012,6,0.09351737797260284
mexico,2012,6,0.13092432916164398
south_korea,2012,6,0.10473945736885071
russia,2012,6,0.796768069267273
south_africa,2012,6,0.02992556057870388
turkiye,2012,6,0.467586874961853
united_kingdom,2012,6,0.9314330816268921
united_states,2012,6,1.488796591758728
australia,2012,7,0.04235819727182388
brazil,2012,7,0.026955215260386467
canada,2012,7,0.10397011786699295
china,2012,7,0.4890446364879608
france,2012,7,0.3889252543449402
germany,2012,7,0.22334322333335876
india,2012,7,0.20023874938488007
italy,2012,7,0.0693134143948555
japan,2012,7,0.0924178808927536
mexico,2012,7,0.07701490074396133
south_korea,2012,7,0.10397011786699295
russia,2012,7,0.7547460198402405
south_africa,2012,7,0.03850745037198067
turkiye,2012,7,0.5891640186309814
united_kingdom,2012,7,0.866417646408081
united_states,2012,7,1.6981786489486694
australia,2012,8,0.04857996851205826
brazil,2012,8,0.011210761964321136
canada,2012,8,0.05979073420166969
china,2012,8,0.3026905953884125
france,2012,8,0.22795216739177704
germany,2012,8,0.16068759560585022
india,2012,8,0.14573991298675537
italy,2012,8,0.07100149244070053
japan,2012,8,0.1270553022623062
mexico,2012,8,0.08594917505979538
south_korea,2012,8,0.08594917505979538
russia,2012,8,0.38490283489227295
south_africa,2012,8,0.05605380982160568
turkiye,2012,8,0.4708520174026489
united_kingdom,2012,8,0.6988041996955872
united_states,2012,8,1.7376681566238403
australia,2012,9,0.07696254551410675
brazil,2012,9,0.018324416130781174
canada,2012,9,0.1465953290462494
china,2012,9,0.3664883077144623
france,2012,9,0.23088763654232025
germany,2012,9,0.1869090348482132
india,2012,9,0.12827090919017792
italy,2012,9,0.06230301409959793
japan,2012,9,0.12827090919017792
mexico,2012,9,0.06596789509057999
south_korea,2012,9,0.12827090919017792
russia,2012,9,0.3408341407775879
south_africa,2012,9,0.03664883226156235
turkiye,2012,9,0.2748662233352661
united_kingdom,2012,9,0.5973759293556213
united_states,2012,9,1.5685700178146362
australia,2012,10,0.06280530244112015
brazil,2012,10,0.013956733979284763
canada,2012,10,0.08374040573835373
china,2012,10,0.3419399857521057
france,2012,10,0.30006977915763855
germany,2012,10,0.2407536655664444
india,2012,10,0.08025122433900833
italy,2012,10,0.06629448384046555
japan,2012,10,0.10467550903558731
mexico,2012,10,0.052337754517793655
south_korea,2012,10,0.06629448384046555
russia,2012,10,0.43963712453842163
south_africa,2012,10,0.027913467958569527
turkiye,2012,10,0.40823447704315186
united_kingdom,2012,10,0.7711095809936523
united_states,2012,10,1.5631542205810547
australia,2012,11,0.06386829167604446
brazil,2012,11,0.017741192132234573
canada,2012,11,0.10999538749456406
china,2012,11,0.30514848232269287
france,2012,11,0.29805201292037964
germany,2012,11,0.19870135188102722
india,2012,11,0.1206400990486145
italy,2012,11,0.0709647685289383
japan,2012,11,0.11354362219572067
mexico,2012,11,0.0709647685289383
south_korea,2012,11,0.08160948008298874
russia,2012,11,0.30160024762153625
south_africa,2012,11,0.04612709954380989
turkiye,2012,11,0.3690167963504791
united_kingdom,2012,11,0.7770642042160034
united_states,2012,11,1.5683213472366333
australia,2012,12,0.042715128511190414
brazil,2012,12,0.038831934332847595
canada,2012,12,0.08154706656932831
china,2012,12,0.30677229166030884
france,2012,12,0.38831934332847595
germany,2012,12,0.2407580018043518
india,2012,12,0.08931345492601395
italy,2012,12,0.06989748030900955
japan,2012,12,0.1786269098520279
mexico,2012,12,0.05436471104621887
south_korea,2012,12,0.2019260674715042
russia,2012,12,0.4426840543746948
south_africa,2012,12,0.046598322689533234
turkiye,2012,12,0.3339546322822571
united_kingdom,2012,12,0.7339235544204712
united_states,2012,12,1.5649269819259644
australia,2013,1,0.05504385009407997
brazil,2013,1,0.01100877020508051
canada,2013,1,0.1651315540075302
china,2013,1,0.34127187728881836
france,2013,1,0.9394150376319885
germany,2013,1,0.2605409026145935
india,2013,1,0.11742687970399857
italy,2013,1,0.10274852067232132
japan,2013,1,0.30457597970962524
mexico,2013,1,0.06972221285104752
south_korea,2013,1,0.21283622086048126
russia,2013,1,0.3559502363204956
south_africa,2013,1,0.07339180260896683
turkiye,2013,1,0.21650581061840057
united_kingdom,2013,1,1.0972074270248413
united_states,2013,1,1.757733702659607
australia,2013,2,0.051312413066625595
brazil,2013,2,0.023682652041316032
canada,2013,2,0.16183145344257355
china,2013,2,0.4657588303089142
france,2013,2,0.5920662879943848
germany,2013,2,0.3276100158691406
india,2013,2,0.11446615308523178
italy,2013,2,0.1815669983625412
japan,2013,2,0.22498519718647003
mexico,2013,2,0.08288928121328354
south_korea,2013,2,0.35918688774108887
russia,2013,2,0.44602328538894653
south_africa,2013,2,0.035523977130651474
turkiye,2013,2,0.17367278039455414
united_kingdom,2013,2,0.7144266963005066
united_states,2013,2,1.8393527269363403
australia,2013,3,0.053187716752290726
brazil,2013,3,0.024820934981107712
canada,2013,3,0.06737110763788223
china,2013,3,0.4113183319568634
france,2013,3,0.3723140060901642
germany,2013,3,0.1950216293334961
india,2013,3,0.09219204634428024
italy,2013,3,0.12765051424503326
japan,2013,3,0.17374654114246368
mexico,2013,3,0.06737110763788223
south_korea,2013,3,0.4538685083389282
russia,2013,3,0.4042266607284546
south_africa,2013,3,0.049641869962215424
turkiye,2013,3,0.31912630796432495
united_kingdom,2013,3,0.8119991421699524
united_states,2013,3,1.6417275667190552
australia,2013,4,0.08235998451709747
brazil,2013,4,0.014974542893469334
canada,2013,4,0.15723270177841187
china,2013,4,0.6476489901542664
france,2013,4,0.37436357140541077
germany,2013,4,0.23210541903972626
india,2013,4,0.14600180089473724
italy,2013,4,0.09359089285135269
japan,2013,4,0.4454926550388336
mexico,2013,4,0.04117999225854874
south_korea,2013,4,0.8235998749732971
russia,2013,4,0.5203653573989868
south_africa,2013,4,0.044923629611730576
turkiye,2013,4,0.23210541903972626
united_kingdom,2013,4,0.8647798895835876
united_states,2013,4,2.2199759483337402
australia,2013,5,0.03968540206551552
brazil,2013,5,0.03607763722538948
canada,2013,5,0.11544844508171082
china,2013,5,0.2741900682449341
france,2013,5,0.4545782506465912
germany,2013,5,0.19481925666332245
india,2013,5,0.12266397476196289
italy,2013,5,0.09740962833166122
japan,2013,5,0.14431054890155792
mexico,2013,5,0.061331987380981445
south_korea,2013,5,0.24172018468379974
russia,2013,5,0.5988888144493103
south_africa,2013,5,0.014431055635213852
turkiye,2013,5,0.2922288775444031
united_kingdom,2013,5,0.9704884886741638
united_states,2013,5,1.7678042650222778
australia,2013,6,0.06088511645793915
brazil,2013,6,0.030442558228969574
canada,2013,6,0.09513299912214279
china,2013,6,0.4147798717021942
france,2013,6,0.4147798717021942
germany,2013,6,0.3234521746635437
india,2013,6,0.11796491593122482
italy,2013,6,0.1217702329158783
japan,2013,6,0.15601810812950134
mexico,2013,6,0.053274478763341904
south_korea,2013,6,0.19407130777835846
russia,2013,6,0.5631873607635498
south_africa,2013,6,0.034247878938913345
turkiye,2013,6,0.24734579026699066
united_kingdom,2013,6,0.8866395354270935
united_states,2013,6,1.8646067380905151
australia,2013,7,0.03141690045595169
brazil,2013,7,0.03927112743258476
canada,2013,7,0.13744895160198212
china,2013,7,0.26704367995262146
france,2013,7,0.2513352036476135
germany,2013,7,0.2002827525138855
india,2013,7,0.07854225486516953
italy,2013,7,0.10603204369544983
japan,2013,7,0.09425070881843567
mexico,2013,7,0.07854225486516953
south_korea,2013,7,0.18064719438552856
russia,2013,7,0.30238768458366394
south_africa,2013,7,0.06283380091190338
turkiye,2013,7,0.12174049764871597
united_kingdom,2013,7,0.8207665681838989
united_states,2013,7,1.4333962202072144
australia,2013,8,0.057394299656152725
brazil,2013,8,0.042089153081178665
canada,2013,8,0.12244117259979248
china,2013,8,0.27166634798049927
france,2013,8,0.49741727113723755
germany,2013,8,0.28697147965431213
india,2013,8,0.1760091781616211
italy,2013,8,0.08417830616235733
japan,2013,8,0.0765257328748703
mexico,2013,8,0.026784006506204605
south_korea,2013,8,0.13392002880573273
russia,2013,8,0.6045532822608948
south_africa,2013,8,0.034436579793691635
turkiye,2013,8,0.3252343535423279
united_kingdom,2013,8,1.2091065645217896
united_states,2013,8,2.058542251586914
australia,2013,9,0.08850919455289841
brazil,2013,9,0.05772338807582855
canada,2013,9,0.22704532742500305
china,2013,9,0.36942970752716064
france,2013,9,0.6388055086135864
germany,2013,9,0.338643878698349
india,2013,9,0.12699145078659058
italy,2013,9,0.13468791544437408
japan,2013,9,0.1154467761516571
mexico,2013,9,0.06157161667943001
south_korea,2013,9,0.14623259007930756
russia,2013,9,0.9889940619468689
south_africa,2013,9,0.05772338807582855
turkiye,2013,9,0.25398290157318115
united_kingdom,2013,9,1.177557110786438
united_states,2013,9,2.3628108501434326
australia,2013,10,0.05786827579140663
brazil,2013,10,0.03978443890810013
canada,2013,10,0.12658685445785522
china,2013,10,0.33997613191604614
france,2013,10,0.3472096621990204
germany,2013,10,0.318275511264801
india,2013,10,0.12658685445785522
italy,2013,10,0.13382038474082947
japan,2013,10,0.07956887781620026
mexico,2013,10,0.06148504465818405
south_korea,2013,10,0.10850302129983902
russia,2013,10,0.502730667591095
south_africa,2013,10,0.07595211267471313
turkiye,2013,10,0.21338927745819092
united_kingdom,2013,10,0.7848384976387024
united_states,2013,10,1.5660603046417236
australia,2013,11,0.04165877774357796
brazil,2013,11,0.056807421147823334
canada,2013,11,0.07195606827735901
china,2013,11,0.4999053180217743
france,2013,11,0.6059458255767822
germany,2013,11,0.4847566783428192
india,2013,11,0.1590607911348343
italy,2013,11,0.049233101308345795
japan,2013,11,0.12876349687576294
mexico,2013,11,0.0302972923964262
south_korea,2013,11,0.12876349687576294
russia,2013,11,0.6362431645393372
south_africa,2013,11,0.03408445417881012
turkiye,2013,11,0.1590607911348343
united_kingdom,2013,11,0.9051315784454346
united_states,2013,11,1.7572429180145264
australia,2013,12,0.08326394855976105
brazil,2013,12,0.03746877610683441
canada,2013,12,0.10824313014745712
china,2013,12,0.35803496837615967
france,2013,12,0.2997502088546753
germany,2013,12,0.24146544933319092
india,2013,12,0.07910075038671494
italy,2013,12,0.0666111558675766
japan,2013,12,0.1332223117351532
mexico,2013,12,0.045795172452926636
south_korea,2013,12,0.1665278971195221
russia,2013,12,0.39134055376052856
south_africa,2013,12,0.08742714673280716
turkiye,2013,12,0.14154870808124542
united_kingdom,2013,12,0.5953372120857239
united_states,2013,12,1.631973385810852
australia,2014,1,0.035349566489458084
brazil,2014,1,0.015710918232798576
canada,2014,1,0.07855459302663803
china,2014,1,0.274941086769104
france,2014,1,0.29457974433898926
germany,2014,1,0.2985074520111084
india,2014,1,0.09426551312208176
italy,2014,1,0.0746268630027771
japan,2014,1,0.09819324314594269
mexico,2014,1,0.05891594663262367
south_korea,2014,1,0.11783189326524734
russia,2014,1,0.5223880410194397
south_africa,2014,1,0.04713275656104088
turkiye,2014,1,0.22780832648277283
united_kingdom,2014,1,0.6834250092506409
united_states,2014,1,1.6967792510986328
australia,2014,2,0.04562422260642052
brazil,2014,2,0.016590626910328865
canada,2014,2,0.09539610147476196
china,2014,2,0.29448360204696655
france,2014,2,0.36914142966270447
germany,2014,2,0.4479469060897827
india,2014,2,0.10369141399860382
italy,2014,2,0.10369141399860382
japan,2014,2,0.09124844521284103
mexico,2014,2,0.049771878868341446
south_korea,2014,2,0.1451679766178131
russia,2014,2,0.6097055077552795
south_africa,2014,2,0.029033595696091652
turkiye,2014,2,0.16175860166549683
united_kingdom,2014,2,0.5931149125099182
united_states,2014,2,1.4558274745941162
australia,2014,3,0.10790697485208511
brazil,2014,3,0.09674418717622757
canada,2014,3,0.3423255681991577
china,2014,3,0.606511652469635
france,2014,3,0.7181395292282104
germany,2014,3,0.9860464930534363
india,2014,3,0.24186046421527863
italy,2014,3,0.346046507358551
japan,2014,3,0.2604651153087616
mexico,2014,3,0.055813953280448914
south_korea,2014,3,0.23069767653942108
russia,2014,3,2.3293023109436035
south_africa,2014,3,0.055813953280448914
turkiye,2014,3,0.30139535665512085
united_kingdom,2014,3,1.5106977224349976
united_states,2014,3,2.701395273208618
australia,2014,4,0.09070473909378052
brazil,2014,4,0.023662105202674866
canada,2014,4,0.11042315512895584
china,2014,4,0.4259178936481476
france,2014,4,0.41408684849739075
germany,2014,4,0.5126789212226868
